acronym_,expansion,id,text
SP,strictly piecewise,TR-6913,table*[t]Accuracy on Target SP Stringsets Early Stoppingtab : resultsSPES4.5pttabularcccccccccc2c2Training & 2Test & 3cLSTM & 3cs - RNN & 2RPNI & & & 10 & 30 & 100 & 10 & 30 & 100 & 6SP2 & 21k & 1 & 0.871 ( 0.04 ) & 0.954 ( 0.05 ) & 0.992 ( 0.00 ) & 0.910 ( 0.05 ) & 0.994 ( 0.01 ) & 0.992 ( 0.01 ) & 1.000 & & 2 & 0.960 ( 0.03 ) & 0.989 ( 0.02 ) & 0.998 ( 0.00 ) & 0.976 ( 0.01 ) & 0.998 ( 0.01 ) & 1.000 ( 0.00 ) & 1.000 3 - 10 & 210k & 1 & 0.890 ( 0.07 ) & 0.941 ( 0.04 ) & 0.977 ( 0.02 ) & 0.995 ( 0.01 ) & 0.981 ( 0.05 ) & 0.999 ( 0.00 ) & 1.000 & & 2 & 0.979 ( 0.02 ) & 0.990 ( 0.01 ) & 0.994 ( 0.01 ) & 1.000 ( 0.00 ) & 0.984 ( 0.05 ) & 1.000 ( 0.00 ) & 1.000 3 - 10 & 2100k & 1 & 0.833 ( 0.14 ) & 0.819 ( 0.12 ) & 0.890 ( 0.08 ) & 0.997 ( 0.01 ) & 0.999 ( 0.00 ) & 0.997 ( 0.00 ) & 1.000 & & 2 & 0.838 ( 0.16 ) & 0.805 ( 0.13 ) & 0.872 ( 0.09 ) & 1.000 ( 0.00 ) & 1.000 ( 0.00 ) & 1.000 ( 0.00 ) & 1.000 6SP4 & 21k & 1 & 0.881 ( 0.06 ) & 0.946 ( 0.04 ) & 0.963 ( 0.03 ) & 0.887 ( 0.05 ) & 0.966 ( 0.02 ) & 0.979 ( 0.01 ) & 1.000 & & 2 & 0.950 ( 0.03 ) & 0.960 ( 0.03 ) & 0.983 ( 0.01 ) & 0.883 ( 0.05 ) & 0.975 ( 0.01 ) & 0.979 ( 0.01 ) & 1.000 3 - 10 & 210k & 1 & 0.899 ( 0.11 ) & 0.958 ( 0.07 ) & 0.991 ( 0.01 ) & 0.935 ( 0.08 ) & 0.968 ( 0.04 ) & 0.999 ( 0.00 ) & 1.000 & & 2 & 0.926 ( 0.09 ) & 0.971 ( 0.05 ) & 0.991 ( 0.01 ) & 0.954 ( 0.07 ) & 0.984 ( 0.02 ) & 1.000 ( 0.00 ) & 1.000 3 - 10 & 2100k & 1 & 0.943 ( 0.08 ) & 0.940 ( 0.08 ) & 0.920 ( 0.06 ) & 0.942 ( 0.09 ) & 0.958 ( 0.09 ) & 0.973 ( 0.07 ) & 1.000 & & 2 & 0.928 ( 0.08 ) & 0.930 ( 0.09 ) & 0.911 ( 0.07 ) & 0.951 ( 0.09 ) & 0.962 ( 0.08 ) & 0.974 ( 0.08 ) & 1.000 6SP8 & 21k & 1 & 0.884 ( 0.02 ) & 0.884 ( 0.02 ) & 0.903 ( 0.02 ) & 0.861 ( 0.01 ) & 0.878 ( 0.02 ) & 0.857 ( 0.02 ) & 0.817 & & 2 & 0.733 ( 0.03 ) & 0.643 ( 0.06 ) & 0.688 ( 0.04 ) & 0.730 ( 0.01 ) & 0.681 ( 0.06 ) & 0.625 ( 0.04 ) & 0.587 3 - 10 & 210k & 1 & 0.934 ( 0.05 ) & 0.921 ( 0.05 ) & 0.959 ( 0.03 ) & 0.908 ( 0.02 ) & 0.952 ( 0.03 ) & 0.991 ( 0.00 ) & 0.873 & & 2 & 0.637 ( 0.08 ) & 0.659 ( 0.10 ) & 0.704 ( 0.11 ) & 0.600 ( 0.08 ) & 0.640 ( 0.10 ) & 0.837 ( 0.05 ) & 0.634 3 - 10 & 2100k & 1 & 0.977 ( 0.04 ) & 0.975 ( 0.04 ) & 0.980 ( 0.02 ) & 0.964 ( 0.05 ) & 0.990 ( 0.03 ) & 1.000 ( 0.00 ) & 1.000 & & 2 & 0.881 ( 0.11 ) & 0.865 ( 0.13 ) & 0.864 ( 0.08 ) & 0.890 ( 0.08 ) & 0.942 ( 0.09 ) & 0.984 ( 0.03 ) & 1.000 tabulartable *
WS,write skew,TR-7093,"We define a commutativity dependency graph which summarizes the happens - before dependencies in all executions of a given program between transactions as they appear in the program , transactions where the writes of arewrapfigurer5.5cmbasicstyle = subfigure55mm0.57tikzpicture [ shape = rectangle , draw = none , font= ] ( A ) at ( 0,0 ) [ ] ; [ shape = rectangle , draw = none , font= ] ( B ) at ( 0,1.5 ) [ ] ; [ shape = rectangle , draw = none , font= ] ( C ) at ( 4,0 ) [ ] ; [ shape = rectangle , draw = none , font= ] ( D ) at ( 4,1.5 ) [ ] ; [ shape = rectangle , draw = none , font= ] ( E ) at ( 8,0 ) [ ] ; [ shape = rectangle , draw = none , font= ] ( F ) at ( 8,1.5 ) [ ] ; scope [ every edge/.style = draw = black , very thick ] [ - > ] ( C ) edge [ bend left ] node [ above , font= ] ( B ) ; [ - > ] ( C ) edge [ bend left ] node [ above , font= ] ( F ) ; [ - > ] ( A ) edge [ bend left ] node [ above , font= ] ( B ) ; [ - > ] ( A ) edge [ bend left ] node [ above , font= ] ( F ) ; [ - > ] ( B ) edge [ bend left ] node [ above , font= ] ( C ) ; [ - > ] ( B ) edge [ bend left ] node [ above , font= ] ( A ) ; [ - > ] ( F ) edge [ bend left ] node [ above , font= ] ( C ) ; [ - > ] ( F ) edge [ bend left ] node [ above , font= ] ( A ) ; scopetikzpicturesubfigureCommutativity dependency graph of WS where the read of is omitted ."
MPI,message passing interface,TR-7327,"figure[!htb]subfigure.3 figures / Comparison_IO_compute_scaling_traj_splitting - chain - reader_edited.pdf format = hang Scaling for different components fig : MPIscaling - chain - readersubfiguresubfigure.3 figures / Comparison_tot_time_traj_splitting - chain - reader_edited.pdf Scaling total fig : MPItottime - chain - readersubfiguresubfigure.3 figures / Comparison_Speed_UP_traj_splitting - chain - reader_edited.pdf Speed - up fig : MPIspeedup - chain - readersubfiguresubfigure.45 figures / chain - reader - no - ga - BarPlot - rank - comparison_192_5.pdf format = hang Time comparison of different parts of the calculations per MPI rank using ChainReader with MPI collective communications fig : MPIranks - split - chain - readersubfiguresubfigure.45 figures / chain - reader - ga - BarPlot - rank - comparison_192_3.pdf format = hang Time comparison on different parts of the calculations per MPI rank using ChainReader using Global Arrays fig : MPIranks - split - ga - chain - readersubfigureComparison on the performance of the MDAnalysis ChainReader for the RMSD task on SDSC Comet when the trajectories are split ; for the communication step either collective MPI ( "" MPI "" ) or Global Arrays ( "" ga "" ) was used ."
CNN,convolutional neural network,TR-7354,0.85tabularcccccccccccccc & 6cWhole abstract & 6cSentence & 4*Avg 2 - 13 & 3c2*CNN for CNN & 3cCNN for & 3c2*CNN for CNN & 3cCNN for & & 3c & 3cBiLSTM - CRF & 3c & 3cBiLSTM - CRF & 2 - 13 & Val & Test & Pseudo&Val & Test & Pseudo&Val & Test & Pseudo&Val & Test & Pseudo & EDG & 61.0 & 59.2 & 54.9 & 66.5&66.8&58.7 & 60.1 & 58.2 & 54.7 & 68.2&66.5&59.1&61.2EDGext1 ( w/o Val ) & 59.6&58.5&54.9&65.7&65.5&57.7&60.2&58.4&52.5&67.7&67.8&58.5 & 60.6 RND&56.0&56.3&50.4&62.6&62.6&55.0&57.7&56.1&52.9&63.9 & 64.1&56.2 & 57.8 Div & 55.2 & 55.6 & 52.8 & 63.2 & 63.9&56.1 & 57.7 & 56.2 & 52.5 & 63.9 & 64.2 & 56.6 & 58.2 US&59.7 & 59.0 & 54.1 & 67.2 & 67.4 & 57.8 & 58.3&57.7&53.1 & 68.5 & 68.0 & 58.1 & 60.7US+Div & 60.1 & 59.5 & 56.0 & 64.1&65.7&57.9 & 60.1 & 56.8 & 54.5 & 68.7 & 67.4 & 58.5&60.8 US+Div+EDGext2 & 61.2 & 58.6 & 56.0&69.5 & 65.4 & 58.7 & 62.2 & 59.4 & 55.9 & 69.8 & 66.6 & 58.5 & 61.8 BALD & 59.8 & 59.4 & 55.5 & 67.4 & 67.7 & 58.3&59.9 & 58.8 & 54.9 & 69.7 & 67.3 & 59.5 & 61.5 BALD+EDGext2 & 60.7 & 58.2 & 56.0 & 68.4 & 65.8 & 58.9&63.7 & 60.0 & 54.9 & 71.7 & 67.6 & 59.2 & 62.1 tabularSimulation on pseudo labels for NCBI disease dataset .
AI,artificial intelligence,TR-7371,"author = von Ahn , Luis and Blum , Manuel and Hopper , Nicholas J. and Langford , John , booktitle = In Proceedings of Eurocrypt , citeulike - article - id = 3125288 , citeulike - linkout-0 = http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.13.3335 , keywords = dos , security , pages = 294 - 311 , posted - at = 2008 - 08 - 15 07:49:40 , priority = 2 , title = CAPTCHA : Using Hard AI Problems For Security , url = http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.13.3335 , volume = 2656 , year = 2003@miscBack97hashcash , title = Hashcash , author = Back , Adam , year=1997@inproceedingsBaecher11 , title = Breaking reCAPTCHA : a holistic approach via shape recognition , author = Baecher , Paul and Buscher , Niklas and Fischlin , Marc and Milde , Benjamin , booktitle = IFIP International Information Security Conference , pages=56 - 67 , year=2011 , organization = Springer@articleBaird03 , title = PessimalPrint : a reverse Turing test , author = Baird , Henry S and Coates , Allison L and Fateman , Richard J , journal = International Journal on Document Analysis and Recognition , volume=5 , number=2 - 3 , pages=158 - 163 , year=2003 , publisher = Springer@articleBaird05 , author = Baird , H S and Bentley , J L , doi = 10.1117/12.590944 , issn = 0277786X , journal = Proceedings of SPIE - The International Society for Optical Engineering , keywords = Abuse of web sites and services , CAPTCHAs , Human interactive proofs , Implicit CAPTCHAs , Legibility , Usability , pages = 191 - 196 , title = Implicit CAPTCHAs , volume = 5676 , year = 2005@incollectionBaird06 , title = Complex image recognition and web security , author = Baird , Henry S , booktitle = Data Complexity in Pattern Recognition , pages=287 - 298 , year=2006 , publisher = Springer@miscBadBehaviour , author = Hampton , Michael , title = Bad Behaviour CAPTCHA , url = http://bad - behavior.ioerror.us/ , year=2016,@inproceedingsBergstra10 , title = Theano : A CPU and GPU math compiler in Python , author = Bergstra , James and Breuleux , Olivier and Bastien , Frederic and Lamblin , Pascal and Pascanu , Razvan and Desjardins , Guillaume and Turian , Joseph and Warde - Farley , David and Bengio , Yoshua , booktitle = Proc ."
ML,maximum likelihood,TR-7436,"While the choice of KNN and ML are obvious for subspaces formed by Kernel projections as noted in , we make a remark on choice of SRC as an additional classifier to measure efficacy of subspaces - this choice is motivated not only by the observation that SRC has emerged as a powerful classification approach for high dimensional remote sensing data and that it exploits the inherent sparsity when representing samples using training dictionaries , but also because popular solvers used ( e.g. Orthogonal Matching Pursuit , OMP ) are driven by inner products to learn the sparse representation and hence they essentially exploit angular information ."
NE,nash equilibrium,TR-7452,"When players use "" canonical co - evolutionary genetic algorithms "" as learning algorithms , the process of the game is an ergodic Markov Chain , and therefore we analyze simulation results using both the relevant methodology and more general statistical tests , to find that in the "" social "" case , states leading to NE play are highly frequent at the stationary distribution of the chain , in contrast to the "" individual learning "" case , when NE is not reached at all in our simulations ; to find that the expected Hamming distance of the states at the limiting distribution from the "" NE state "" is significantly smaller in the "" social "" than in the "" individual learning case "" ; to estimate the expected time that the "" social "" algorithms need to get to the "" NE state "" and verify their robustness and finally to show that a large fraction of the games played are indeed at the Nash Equilibrium ."
MRE,median recovery error,TR-7865,"WARNING : use overfitting instead of only ' memorization ' which is more ambiguous , ' verbatim ' seems to strongToDo list : look at distribution of attributes in the latent spaceIf we have time : Do a figure with auto - encoder ( if we manage to sample the latent space , for instance by fitting a Gaussian to the encoded images in the latent space)Show a picture of a few examples of Eiffel tower or london bridge in LSUN that seem to be memorize but are just samples learn from templateadd appendix with extra experiments ( a lot of images of recovery)show ( at least on some images ) that VGG , perceptual loss , L1 or L1 on Laplacian pyramid gives the same results for recovery because GLO reported some mitigated results on this ( sometimes L2 is better , sometimes pyramid : in the end , they mixed the two metrics)give statistics about the recovery precision with LBFGS : for a given * generated * target image , the distribution of errors using a lot of random initializations ( to demonstrate that the problem is almost convex , or at least ' easy ' to optimize ) show convergence speed vs SGD or other optimization method ( because it is was is generaly used in the literature : this finding makes it possible to experiment more easily ) , for a given distorted target generated image , the average / median error vs the distorsion : : you did that on training image but it would be nice to show it first on generated images , to show robustnessdiscuss difference LBFGS vs SGD : LBFGS is much faster to converge , not prone to gradient step setting , but can suffer from instabilitiesadd experiments on Auto Encoder : visual recovery results , histograms , MRE values , and maybe FID if we have time ( sampling from the latent space)add a small paragraph to explain experimental settings , i.e. that we reproduce several architectures from the literature and trained again on splitting , ... tell somewhere the difference ( I think in the intro ) between over - fitting and verbatim memorization , for which we provide a solid definition : add more experiments on LSUN : show histograms with PG - GAN without GAP , show recovery failure resultsadd experiments on MNIST , CIFAR ?"
MRE,median recovery error,TR-8003,"fig : LBFGS_visual_realfigure0 ToDo itemize look at distribution of attributes in the latent space If we have time : Do a figure with auto - encoder ( if we manage to sample the latent space , for instance by fitting a Gaussian to the encoded images in the latent space ) Show a picture of a few examples of Eiffel tower or london bridge in LSUN that seem to be memorize but are just samples learn from template show ( at least on some images ) that VGG , perceptual loss , L1 or L1 on Laplacian pyramid gives the same results for recovery because GLO reported some mitigated results on this ( sometimes L2 is better , sometimes pyramid : in the end , they mixed the two metrics ) give statistics about the recovery precision with LBFGS : itemize for a given * generated * target image , the distribution of errors using a lot of random initializations ( to demonstrate that the problem is almost convex , or at least ' easy ' to optimize ) show convergence speed vs SGD or other optimization method ( because it is was is generaly used in the literature : this finding makes it possible to experiment more easily ) , for a given distorted target generated image , the average / median error vs the distorsion : : you did that on training image but it would be nice to show it first on generated images , to show robustness itemize discuss difference LBFGS vs SGD : LBFGS is much faster to converge , not prone to gradient step setting , but can suffer from instabilities add experiments on Auto Encoder : visual recovery results , histograms , MRE values , and maybe FID if we have time ( sampling from the latent space ) add a small paragraph to explain experimental settings , i.e. that we reproduce several architectures from the literature and trained again on splitting , ... tell somewhere the difference ( I think in the intro ) between over - fitting and verbatim memorization , for which we provide a solid definition : add more experiments on LSUN : show histograms with PG - GAN without GAP , show recovery failure results add experiments on MNIST , CIFAR ?"
WS,write skew,TR-8005,"fig : rob0subfiguresubfigure73mm0.57tikzpicture [ shape = rectangle , draw = none , font= ] ( A ) at ( 0,0 ) [ ] [ r1 = y ; [ shape = rectangle , draw = none , font= ] ( C ) at ( 1.3,0 ) [ ] ; x = 1 ] ; [ shape = rectangle , draw = none , font= ] ( B ) at ( 5,0 ) [ ] [ r2 = x ; [ shape = rectangle , draw = none , font= ] ( D ) at ( 6.3,0 ) [ ] ; y = 1 ] ; scope [ every edge/.style = draw = red , very thick ] [ - > ] ( A ) edge [ bend left ] node [ above , font= ] conflict ( D ) ; [ - > ] ( B ) edge [ bend left ] node [ above , font= ] conflict ( C ) ; scopetikzpictureA WS execution trace ."
OCM,oz computation model,TR-8131,"In addition , the Ozy orchestration container also includes the following contributions : A new notion of partial activation as a dual to the existing notion of partial termination A technology neutral orchestration architecture inspired by the elements of a network - based architecture An open source orchestration container that implements the orchestration architecture ( 2 ) , implements an Oz language interpreter based on the OCM , and exploits the notions of partial activation ( 1 ) and partial termination to support a persistent execution stateThis paper describes the Ozy framework with special attention paid to the limitations of current approaches ."
MAP,maximum a posteriori,TR-8142,"& Task&Segment & Feature Extraction&Classifier&Performance 4*Biased & 2*Abdullah2010 & 2 * 10 & 2 * 5 & 2*[2]weeks & 2 * 4 & EC & 2*[5]s & 2*AR & 2*ANN&CRR = [ 97.0 ] & & & & & & EO & & & & CRR = [ 96.0]2 - 11 & Riera2008&51&4 & 34 [ 74]days & 2 & EC & [ 4]s & AR , PSD , MuI , COH , CC & FDA & EER = [ 3.4 ] 2 - 11 & Su2010&40&2 & - & 1 & EC & [ 180]s & AR , PSD & KNN , LDA & CRR = [ 97.5 ] 8*Rigorous&Marcel2007&9&3&[3]days & 8 & MI & [ 1]s & PSD & MAP model & HTER = [ 19.3 ] 2 - 11 & Lee2013&4&2 & [ 10]days - [ 5]months & 1 & EC & [ 50]s & PSD & LDA & AC = [ 100 ] 2 - 11 & 2*Rocca2013 & 2 * 9 & 2 * 2 & 2 * 1 - [ 3]weeks & 3 & 2*EC & 2*[1]s & 2*AR & 2*Linear classier & CRR = [ 100 ] & & & & & 5 & & & & & CRR = [ 100 ] 2 - 11 & 2*Armstrong2015 & 15 & 2 & 5 - [ 40]days & 2 * 1 & 2*ERP & 2*[1.1]s & 2*Time - series & 2*CC & CRR = [ 89.0 ] & & 9 & 3 & 134 - [ 188]days & & & & & & CRR = [ 93.0 ] 2 - 11 & 2*Maiorana2016a & 2 * 50 & 2 * 3 & 2*Ave . ["
RQ,reformulated queries,TR-8145,"Experimental ResultsWe first show the performance of our technique in terms of appropriate metrics ( RQ-(a ) ) , then discuss the impacts of different adopted parameters upon the performance ( RQ-(b ) ) , and finally show our comparison with the baseline queries ( RQ ) as follows : Performance of BLIZZARD in Bug Localization * = Significantly higher than baseline , Emboldened= Comparatively higher Selection of Baseline Queries , and Establishment of Baseline Technique and Baseline Performance : Existing studies suggest that text retrieval performances could be affected by query quality , underlying retrieval engine or even text preprocessing steps ."
ASA,adaptive segmentation algorithm,TR-8155,"In this section , we describe our iterative deep learning approach which can be described in five steps : 1 ) we train a deep learning model ( Unet ) on EDF images , and their corresponding ASA accepted masks that match manual annotation images ; 2 ) A prediction was made on EDF images of ASA rejected masks that do not match manual annotation , and we refer to this set of images as the "" active set "" ; 3 ) Another set that does not overlap with either the training nor the active set is the "" test set "" which contains EDF images of different sections of a unique mouse ( mouse i d 17 ) ; 4 ) The results of testing a trained deep learning model on the active set were verified by the user by comparing the predicted mask and manual annotation similarity ( as described in the previous paragraph ) ."
